"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","X.RO5.Violations","Molecular.Weight","AlogP"
"CHEMBL508112","c1ccc2sc(SSc3nc4ccccc4s3)nc2c1","IC50","'='",160,"nM",6.8,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"1",332.5,"5.71"
"CHEMBL4303376","Cc1ccccc1N(C)C(=O)c1ccc([S+]([O-])c2nccs2)c([N+](=O)[O-])c1","IC50","'='",1870,"nM",5.73,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",401.47,"3.80"
"CHEMBL3545085","CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1","IC50","'='",1490,"nM",5.83,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",437.55,"3.30"
"CHEMBL60718","Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1","IC50","'='",1370,"nM",5.86,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",351.86,"2.69"
"CHEMBL1256915","CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12","IC50","'='",1990,"nM",5.7,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",334.37,"1.76"
"CHEMBL188434","CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21","IC50","'='",2070,"nM",5.68,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",342.41,"0.92"
"CHEMBL119171","Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1","IC50","'='",1080,"nM",5.97,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",299.31,"-1.69"
"CHEMBL4303618","CCc1ccc(/C=C/C(=O)Nc2ccc(C(C)=O)cc2)o1","IC50","'='",4950,"nM",5.3,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",283.33,"3.70"
"CHEMBL3392049","[O-]n1ccccc1=S","IC50","'='",2460,"nM",5.61,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",317.71,"1.45"
"CHEMBL324842","O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O","IC50","'='",3860,"nM",5.41,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",360.32,"1.76"
"CHEMBL1188627","C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1","IC50","'='",980,"nM",6.01,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",267.36,"3.13"
"CHEMBL449298","Nc1ccc(O)c2ncccc12","IC50","'='",2050,"nM",5.69,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",160.18,"1.52"
"CHEMBL518800","CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1","IC50","'='",840,"nM",6.08,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",431.54,"4.26"
"CHEMBL566136","CCOC(=O)c1c(N)sc(-c2ccccc2)c1C","IC50","'='",3190,"nM",5.5,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",261.35,"3.48"
"CHEMBL596674","CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1","IC50","'='",580,"nM",6.24,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"1",331.46,"5.32"
"CHEMBL66953","O=c1c(O)cccc2cc(O)c(O)c(O)c12","IC50","'='",4580,"nM",5.34,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",220.18,"1.02"
"CHEMBL460499","CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O","IC50","'='",160,"nM",6.8,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",257.26,"0.81"
"CHEMBL1096979","NC(CO)C(=O)NNCc1ccc(O)c(O)c1O","IC50","'='",140,"nM",6.85,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"1",257.25,"-1.76"
"CHEMBL1616","CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3","IC50","'='",520,"nM",6.28,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",303.79,"2.85"
"CHEMBL929","CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1","IC50","'='",3990,"nM",5.4,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",552.68,"2.72"
"CHEMBL1161936","O=C(O)c1ccc(SSc2ccc(C(=O)O)cn2)nc1","IC50","'='",240,"nM",6.62,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",308.34,"2.67"
"CHEMBL3348861","O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O","IC50","'='",180,"nM",6.75,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"1",320.25,"0.89"
"CHEMBL1408862","O=[N+]([O-])C(Br)(CO)CO","IC50","'='",420,"nM",6.38,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",199.99,"-0.66"
"CHEMBL1356238","[O-][n+]1ccccc1S","IC50","'='",50,"nM",7.3,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",127.17,"0.61"
"CHEMBL444478","C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O","IC50","'='",4540,"nM",5.34,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"3",624.59,"-1.02"
"CHEMBL51085","O=c1c2ccccc2[se]n1-c1ccccc1","IC50","'='",30,"nM",7.52,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"None",274.18,"None"
"CHEMBL510038","Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1","IC50","'='",30,"nM",7.52,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",261.31,"1.64"
"CHEMBL508280","O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1","IC50","'='",300,"nM",6.52,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"1",379.38,"2.26"
"CHEMBL154580","C=CC(=O)c1ccc2ccccc2c1","IC50","'='",1240,"nM",5.91,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",182.22,"3.21"
"CHEMBL2107818","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1","IC50","'='",580,"nM",6.24,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"3",750.76,"0.39"
"CHEMBL4303622","N#CSc1cc(SC#N)c(N)nc1N","IC50","'='",410,"nM",6.39,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",223.29,"1.39"
"CHEMBL111654","Sc1nc2ccccc2s1","IC50","'='",1740,"nM",5.76,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",167.26,"2.59"
"CHEMBL477197","Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2","IC50","'='",220,"nM",6.66,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",302.28,"1.32"
"CHEMBL3665060","CN1CCN(C(=O)c2ccc(-c3ccc4c(C=O)c(O)ccc4c3)s2)CC1","IC50","'='",1330,"nM",5.88,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",380.47,"3.47"
"CHEMBL1886408","CCOC(=O)Cc1ccc(-c2ccccc2)cc1","IC50","'='",200,"nM",6.7,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",240.3,"3.46"
"CHEMBL388676","O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl","IC50","'='",670,"nM",6.17,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",300.59,"2.91"
"CHEMBL964","CCN(CC)C(=S)SSC(=S)N(CC)CC","IC50","'='",220,"nM",6.66,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",296.55,"3.62"
"CHEMBL1474701","O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc21","IC50","'='",240,"nM",6.62,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",284.31,"3.28"
"CHEMBL1422849","CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)CC1","IC50","'='",150,"nM",6.82,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",415.46,"4.69"
"CHEMBL128251","O=C(O)CCCCCCCCCCCCCCc1ccc(I)cc1","IC50","'='",2250,"nM",5.65,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"1",444.4,"6.99"
"CHEMBL3797437","Oc1cc2c(cc1C(c1ccc(C(F)(F)F)cc1)N1CCOCC1)OCO2","IC50","'='",540,"nM",6.27,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",381.35,"3.56"
"CHEMBL9116","CNC(=O)ON(C(C)=O)C(=O)NC","IC50","'='",1330,"nM",5.88,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",189.17,"-0.55"
"CHEMBL1200930","COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C","IC50","'='",740,"nM",6.13,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",381.43,"2.99"
"CHEMBL289356","Sc1nnc(Nc2ccccc2)s1","IC50","'='",390,"nM",6.41,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",209.3,"2.57"
"CHEMBL1374426","CCC(=O)OCN1C(=O)C=CC1=O","IC50","'='",290,"nM",6.54,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",183.16,"-0.18"
"CHEMBL4303503","C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@@H]2[C@@]12CO[C@]3(O)C[C@@H]1C(C)(C)CC[C@@H]2O","IC50","'='",2570,"nM",5.59,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",348.44,"1.40"
"CHEMBL1380480","COc1cc(C(=S)N2CCOCC2)ccc1O","IC50","'='",1320,"nM",5.88,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",253.32,"1.41"
"CHEMBL1591074","c1ccc2sc(SNC3CCCCC3)nc2c1","IC50","'='",770,"nM",6.11,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",264.42,"4.23"
"CHEMBL28","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","IC50","'='",3020,"nM",5.52,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",270.24,"2.58"
"CHEMBL52","CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1","IC50","'='",2590,"nM",5.59,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",302.37,"3.57"
"CHEMBL4303312","Oc1c(I)cc(I)c(O)c1I","IC50","'='",330,"nM",6.48,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",487.8,"2.91"
"CHEMBL1475252","COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2n1","IC50","'='",970,"nM",6.01,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",346.41,"2.29"
"CHEMBL403183","Cc1ccc(S(=O)(=O)/C=C/C#N)cc1","IC50","'='",820,"nM",6.09,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",207.25,"1.81"
"CHEMBL1608472","Cc1cc(C)cc(N2C(=O)CC(Sc3nc[nH]n3)C2=O)c1","IC50","'='",3170,"nM",5.5,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",302.36,"1.85"
"CHEMBL571700","CN(C)C(=S)SC(=S)N(C)C","IC50","'='",940,"nM",6.03,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",208.38,"1.41"
"CHEMBL168067","C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1","IC50","'='",2360,"nM",5.63,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",324.44,"3.60"
"CHEMBL1256832","Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2","IC50","'='",1050,"nM",5.98,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",303.79,"2.65"
"CHEMBL329522","O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O","IC50","'='",4380,"nM",5.36,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"1",278.22,"1.15"
"CHEMBL1449651","S=C(S)N1CCCC1","IC50","'='",210,"nM",6.68,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",164.3,"1.30"
"CHEMBL376488","COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12","IC50","'='",4360,"nM",5.36,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"2",555.52,"7.13"
"CHEMBL1201236","C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O","IC50","'='",3550,"nM",5.45,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",226.23,"-0.05"
"CHEMBL1382627","Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1","IC50","'='",750,"nM",6.12,"CHEMBL4523582","Replicase polyprotein 1ab","CHEMBL4495564","SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate",NA,2020,"0",357.14,"0.86"
