"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","X.RO5.Violations","Molecular.Weight","AlogP"
"CHEMBL4072243","O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(C(=O)C2CC2)C1","IC50","'='",54,"nM",7.27,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4052674","Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA","Bioorg Med Chem",2017,"0",451.46,"1.47"
"CHEMBL2323227","O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2cccc3c2C1CC3O","IC50","'='",86200,"nM",4.06,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2321760","Inhibition of human recombinant PARP1 after 1 hr by ELISA","J. Med. Chem.",2013,"0",455.49,"3.83"
"CHEMBL2323224","O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1Cc2cccc3c2C(C1)NCC3","IC50","'='",1390,"nM",5.86,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2321760","Inhibition of human recombinant PARP1 after 1 hr by ELISA","J. Med. Chem.",2013,"0",454.51,"3.50"
"CHEMBL3105885","NC(=O)n1ccc2ccc(-c3ccc(CN4CCOCC4)cc3)nc21","IC50","'='",2100,"nM",5.68,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3102753","Inhibition of recombinant human GST-fused PARP-1 expressed in Escherichia coli after 30 mins by fluorescence assay","Bioorg. Med. Chem.",2014,"0",336.4,"2.46"
"CHEMBL1094968","CN(C)CCN(C)Cc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1","IC50","'='",5.9,"nM",8.23,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1157008","Inhibition of human PARP1 by SPA","J. Med. Chem.",2009,"0",351.45,"2.12"
"CHEMBL246396","CC(=O)NCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1","IC50","'='",20,"nM",7.7,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1138399","Inhibition of human recombinant PARP1 in U251MG cells by CometAssay","Bioorg. Med. Chem. Lett.",2007,"0",430.49,"3.45"
"CHEMBL245359","CC(C)(C)C(=O)OCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1","IC50","'='",60,"nM",7.22,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1138399","Inhibition of human recombinant PARP1 in U251MG cells by CometAssay","Bioorg. Med. Chem. Lett.",2007,"0",473.55,"4.91"
"CHEMBL391402","O=C(NCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1)OCc1ccccc1","IC50","'='",20,"nM",7.7,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1138399","Inhibition of human recombinant PARP1 in U251MG cells by CometAssay","Bioorg. Med. Chem. Lett.",2007,"2",522.59,"5.24"
"CHEMBL246128","CC(C)C(=O)NCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1","IC50","'='",32,"nM",7.5,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1138399","Inhibition of human recombinant PARP1 in U251MG cells by CometAssay","Bioorg. Med. Chem. Lett.",2007,"0",458.54,"4.09"
"CHEMBL3966085","O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)CCCC2","IC50","'='",2700,"nM",5.57,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3886352","Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 μL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 μM, 20 nM of purified enzyme, and 250 μM of β-NAD+ in the 1× Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 μL of 5× quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 μL of the 5× quenching solution per well was added prior to the addition of β-NAD+.","",2015,"0",426.49,"2.00"
"CHEMBL2414050","Nc1cccc2c(=O)[nH]c(Cc3ccccc3)cc12","IC50","'='",5140,"nM",5.29,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2413011","Inhibition of human PARP-1 assessed as synthesis of [3H]-ADP-ribose polymers from [3H]-NAD+ by scintillation proximity assay","Bioorg. Med. Chem.",2013,"0",250.3,"2.70"
"CHEMBL1767048","O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc(C(F)(F)F)cc1","IC50","'='",10700,"nM",4.97,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1765088","Inhibition of full length human PARP-1 after 10 mins by FlashPlate scintillation proximity assay","J. Med. Chem.",2011,"0",332.28,"3.80"
"CHEMBL3955207","O=C(CN1CCC2(CC1)Cc1cc(F)ccc1C2=O)NCc1nc2c(c(=O)[nH]1)COCC2","IC50","'='",6500,"nM",5.19,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3886352","Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 μL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 μM, 20 nM of purified enzyme, and 250 μM of β-NAD+ in the 1× Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 μL of 5× quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 μL of the 5× quenching solution per well was added prior to the addition of β-NAD+.","",2015,"0",440.48,"1.12"
"CHEMBL3931972","CC(C)N1Cc2n[nH]c(=O)c3cc(F)cc4[nH]c(c2c43)C1","IC50","'='",5.1,"nM",8.29,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3886532","PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.","",2016,"0",286.31,"2.27"
"CHEMBL3910594","CC1(C)Cc2n[nH]c(=O)c3cccc4c3c2c(n4CCO)C1","IC50","'='",23,"nM",7.64,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3886532","PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.","",2016,"0",297.36,"1.99"
"CHEMBL341142","Oc1nc(-c2ccccc2)nc2c(O)cccc12","IC50","'='",1034,"nM",5.99,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3826913","Inhibition of PARP-1 (unknown origin) using histone as substrate incubated for 1 hr by chemiluminescence assay","Eur. J. Med. Chem.",2016,"0",238.25,"2.71"
"CHEMBL125596","NC(=O)c1ccc(F)cc1","IC50","'='",2e+05,"nM",NA,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1134673","The compound was tested for poly(ADP-ribose)-polymerase (PARP) inhibition","J. Med. Chem.",2001,"0",139.13,"0.92"
"CHEMBL4083109","O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCNC1","IC50","'='",13.7,"nM",7.86,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4052674","Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA","Bioorg Med Chem",2017,"0",497.41,"0.82"
"CHEMBL3290487","NC(=O)c1cccc2c1O/C(=C\c1ccc(OCC3CO3)cc1)C2=O","IC50","'='",1210,"nM",5.92,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3286176","Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry","J. Med. Chem.",2014,"0",337.33,"2.18"
"CHEMBL1171298","CCc1cc2cc(C(CCN3CCCCC3)Cc3ccc4c(c3)OCCO4)ccc2[nH]c1=O","IC50","'='",9.204,"nM",8.04,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1177697","Inhibition of PARP1","J. Med. Chem.",2010,"1",446.59,"5.06"
"CHEMBL595019","Cc1csc(CC(=O)N2CCc3cccc4c3C2CNC4=O)n1","IC50","'='",6,"nM",8.22,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1153250","Inhibition of human PARP1 by scintillation proximity assay","Bioorg. Med. Chem. Lett.",2010,"0",327.41,"1.86"
"CHEMBL111606","O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1","IC50","'='",60,"nM",7.22,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1134951","Inhibitory activity against human recombinant PARP-1","Bioorg. Med. Chem. Lett.",2002,"0",407.88,"1.37"
"CHEMBL321703","O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2ccncc2)cc1","IC50","'='",15,"nM",7.82,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1134951","Inhibitory activity against human recombinant PARP-1","Bioorg. Med. Chem. Lett.",2002,"0",450.52,"1.78"
"CHEMBL108316","O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1","IC50","'='",50,"nM",7.3,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1134951","Inhibitory activity against human recombinant PARP-1","Bioorg. Med. Chem. Lett.",2002,"0",460.52,"-1.63"
"CHEMBL3644580","O=C(c1cccc(Cl)c1)N1CCCN(Cc2nc3cccc4c(=O)[nH]nc([nH]2)c34)CC1","IC50","'='",29,"nM",7.54,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3638595","Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.","",2014,"0",436.9,"2.80"
"CHEMBL3644575","O=c1[nH]nc2[nH]c(CN3CCCN(Cc4ccccc4)CC3)nc3cccc1c32","IC50","'='",39,"nM",7.41,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3638595","Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.","",2014,"0",388.48,"2.51"
"CHEMBL3105406","C=CCOC(=O)N1CCCC(C(=O)N2CCN(C(=O)CCc3nc4ccccc4c(=O)[nH]3)CC2)C1","IC50","'='",300,"nM",6.52,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3102760","Inhibition of GST-tagged recombinant human PARP-1 expressed in Escherichia coli after 30 mins by fluorescence-based assay","Bioorg. Med. Chem. Lett.",2014,"0",481.55,"1.56"
"CHEMBL3394708","COc1ccc2c(c1)CCN1C(=O)c3ccccc3C21O","IC50","'='",1075.6,"nM",5.97,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3393053","Inhibition of PARP1 (unknown origin) in presence of NAD+ by homogenous fluorescence plate assay","Bioorg. Med. Chem.",2015,"0",281.31,"1.90"
"CHEMBL2419697","O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2","IC50","'='",10400,"nM",4.98,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2417384","Inhibition of PARP1 (unknown origin) assessed as nicotinamide concentration by LC-MS analysis","J. Med. Chem.",2013,"0",428.46,"1.19"
"CHEMBL432406","O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1","IC50","'='",150,"nM",6.82,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1134951","Inhibitory activity against human recombinant PARP-1","Bioorg. Med. Chem. Lett.",2002,"0",445.51,"-1.42"
"CHEMBL3827329","COc1cccc2c(=O)[nH]c(-c3ccc(C)cc3)nc12","IC50","'='",2404,"nM",5.62,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3826913","Inhibition of PARP-1 (unknown origin) using histone as substrate incubated for 1 hr by chemiluminescence assay","Eur. J. Med. Chem.",2016,"0",266.3,"2.91"
"CHEMBL480108","O=C1NCCn2cnc3cccc1c32","IC50","'='",299,"nM",6.52,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1143348","Inhibition of human recombinant PARP1","J. Med. Chem.",2009,"0",187.2,"0.78"
"CHEMBL107935","O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Oc2ccccc2)cc1","IC50","'='",30,"nM",7.52,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1134951","Inhibitory activity against human recombinant PARP-1","Bioorg. Med. Chem. Lett.",2002,"0",465.53,"2.51"
"CHEMBL310320","O=C([C@@H]1CCCN1)N1CCc2c(nc(O)c3ccccc23)C1","IC50","'='",31,"nM",7.51,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1136129","Inhibition of human recombinant Poly (ADP-ribose) polymerase 1","Bioorg. Med. Chem. Lett.",2003,"0",297.36,"1.58"
"CHEMBL564183","CCN(CC)CCc1c[nH]c2ccc3c(c12)CCNC3=O","IC50","'='",130,"nM",6.89,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1153049","Inhibition of PARP1 in human HeLa cells by microplate scintillation counting","Bioorg. Med. Chem. Lett.",2009,"0",285.39,"2.34"
